sepal_length,sepal_width,petal_length,petal_width,target,sepal_area
5.150602791972353,3.683647945329972,1.391009956913681,0.1768431791732223,0,18.973007391859774
5.169946129474119,3.13008624495123,1.2102263023532145,0.0807568442286635,0,16.18237726700579
4.660558913399157,2.9595854623140623,1.2888749599404397,0.2620355927101787,0,13.793322406354369
4.537698049557043,3.0828135394484373,1.6879294466690542,0.3442584930755167,0,13.988876985103218
5.080538930860103,3.6094088455636815,1.425149588388965,0.0917438648044198,0,18.337742157277106
5.547034181661915,3.94468361496465,1.631117645869907,0.3393509999259846,0,21.8812948480506
4.792511360447931,3.3952669050849047,1.417368177226202,0.3060181048924209,0,16.271855214372295
4.834875942735496,3.492657181614358,1.3411424500003108,0.1259375846165961,0,16.88656418360962
4.432006897153888,2.754969508728476,1.4450177473008432,0.2793172478439356,0,12.210043864133265
4.777564418536863,3.14725195784998,1.4101362735680985,0.0639570681870262,0,15.036198969994542
5.285301146047652,3.742363585054591,1.496016463388287,0.0864573295565093,0,19.77951854501603
4.942191729399041,3.456649646450893,1.67081833667621,0.269416128405424,0,17.08342529411972
4.815199891179191,2.958333323709867,1.3730367636493328,-0.0682670270558902,0,14.244966298399525
4.138861747726537,3.001698258387393,1.08274634489997,-0.1472009062002029,0,12.423614099856948
5.707596974921403,3.886957469410007,1.0994754249326952,0.1755216307772705,0,22.185186694052707
5.600964035477585,4.370471046114889,1.504261343544827,0.3926829552990156,0,24.47885114738559
5.367561396135564,3.861148957177095,1.4669527323100904,0.2713252996827054,0,20.724954087272863
5.058172850415357,3.440919614522821,1.4585298389258252,0.4634020205881125,0,17.404766174641008
5.569304195830785,3.80561876804961,1.663962366630115,0.2326484329420595,0,21.194648572631078
5.2916842637950365,3.9299191890193184,1.6076003356247923,0.2894327871629027,0,20.79589153051968
5.259035200660952,3.451432527591044,1.7455641604140737,0.0584031709063672,0,18.1512051553075
5.124694955012511,3.614699952662344,1.4701134702680272,0.5542393069633921,0,18.524234611292677
4.468229572030865,3.758680646406301,1.07398218190595,0.1627996090896819,0,16.794648016092722
5.114024766229579,3.2998710310708748,1.569763201987392,0.5586469443288752,0,16.87562217825999
4.990855271214703,3.3992650862352263,1.877879143324453,0.2446089436013246,0,16.96524007389318
4.911710782637554,3.006836812277172,1.6818573293329224,0.1813869307676065,0,14.768712792493318
4.904496083374112,3.482732993433508,1.325623466056491,0.4089667735002453,0,17.081050325732438
5.169213653331326,3.337217401804343,1.3463984011984689,0.0586436381992408,0,17.250789757541902
5.074345344707995,3.464196972549149,1.4461701387821364,0.3949405985209452,0,17.578531780806305
4.947909061219365,3.172181392169189,1.507606531393823,0.2700907723259725,0,15.695665054145389
4.850828657232566,3.021914510661745,1.6113272982650866,0.1512767611664313,0,14.65878950802492
5.544169368540954,3.3732264602663324,1.5655656037051116,0.4595745734543896,0,18.701738814160432
5.197051227744786,4.239318678966302,1.516049859841652,0.1748663291629069,0,22.031956345323223
5.564606686272335,4.17236610989804,1.283972126862807,0.2274278973755639,0,23.21757635271473
5.056826040859091,3.0959636527742527,1.52317643589836,0.3437214362068129,0,15.655749620902075
5.055652242150758,3.1577947316969164,1.2244411046340034,0.1848661735497888,0,15.964712015555367
5.558857232088771,3.5763211229056773,1.4294256461408383,0.3701130511180472,0,19.880258538336058
4.89413437261456,3.650549940748826,1.310092412727051,0.2645285823902058,0,17.866281943964875
4.323601137093836,2.914128222905404,1.2550451064077115,0.1995563088593834,0,12.599528098191044
5.127412457826865,3.5529376248691444,1.263026132180792,0.2056328028023754,0,18.217376639635845
5.15536155238543,3.505169832099181,1.339589883799369,0.3597466396814325,0,18.07041778698541
4.543647748012847,2.3997582950998817,1.306727908951449,0.3372126518862187,0,10.903656373305727
4.414295308692322,3.1658953715103406,1.4148053747787013,0.1301113504844494,0,13.975197086268832
4.964165465265575,3.52209408651005,1.5490934734171855,0.6973232763178838,0,17.484257829669293
5.046723513432963,3.980504627575381,1.9282883890784008,0.3810171208103217,0,20.088506299313394
4.719309403475045,3.0719173175822223,1.4523641529267857,0.3809265889192761,0,14.497328283563618
5.041034729991871,3.8902506359128175,1.5860614136835751,0.0881501228863874,0,19.610888564009475
4.64358052349781,3.299474642063307,1.3650466543765116,0.0606562605661842,0,15.321376185660078
5.363731283682243,3.748487711301921,1.491463079184965,0.0893302868782319,0,20.105880803608564
